PROJECTION,COUNTERPARTY,INSTRUMENT,contingent_cva,contingent_dva,cva,dva,funding_benefit,funding_cost,risky_funding_benefit,risky_funding_cost
1,B04879086,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B04879086,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B04966073,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B04966073,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B04966073,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B04966073,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B04966073,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B07100324,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B07100324,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B07100324,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B07100324,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B07100324,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B09280785,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B09280785,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B09280785,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B09280785,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B09280785,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B10874675,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B10874675,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B10874675,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B10874675,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B10874675,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B10874709,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B10874709,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B10874709,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B10874709,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B10874709,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B13425053,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B13425053,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B13425053,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B13425053,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B13425053,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B18642132,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B18642132,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
